,gene_name,entrez_id
14809,SCUBE1,80274
14810,THEM6,51337
14811,SDHAF1,644096
14812,MAML1,9794
14813,MRGBP,55257
14814,CD163L1,283316
14815,LYRM4,57128
14816,PHOSPHO2,493911
14817,TAS2R13,50838
14818,NAGLU,4669
14819,SLC24A5,283652
14820,FASTKD5,60493
14821,TMEM98,26022
14822,RARRES1,5918
14823,R3HCC1,203069
14824,POLR2B,5431
14825,PARD3B,117583
14826,DENND4A,10260
14827,ATL2,64225
14828,TTC24,164118
14829,GOLGA3,2802
14830,IFNA17,3451
14831,ITGA7,3679
14832,UNC119,9094
14833,DDX4,54514
14834,ARL8A,127829
14835,METTL7B,196410
14836,SPG11,80208
14837,TCTEX1D2,255758
14838,UBE2D4,51619
14839,S100A8,6279
14840,MAP9,79884
14841,PLCB3,5331
14842,PRPF40B,25766
14843,LDB1,8861
14844,NKAIN2,154215
14845,PLPP5,84513
14846,ZNF658,26149
14847,TRAPPC10,7109
14848,ITGA6,3655
14849,BOLA1,51027
14850,DSCC1,79075
14851,IFITM2,10581
14852,STT3A,3703
14853,MPP6,51678
14854,RBM28,55131
14855,AP2S1,1175
14856,ZNF3,7551
14857,ZNF672,79894
14858,PRSS8,5652
14859,PCDH18,54510
14860,DCAF4L1,285429
14861,INIP,58493
14862,SNX12,29934
14863,LRAT,9227
14864,PNPLA1,285848
14865,GIGYF1,64599
14866,USP1,7398
14867,BHLHE41,79365
14868,SLC35G4,646000
14869,C11orf49,79096
14870,PROCA1,147011
14871,C19orf67,646457
14872,SCAND1,51282
14873,KRTAP13-3,337960
14874,TMEM251,26175
14875,BCCIP,56647
14876,NAB2,4665
14877,VPREB3,29802
14878,NDUFB5,4711
14879,FGF22,27006
14880,ATG3,64422
14881,CMBL,134147
14882,KLRD1,3824
14883,FGG,2266
14884,ZNF274,10782
14885,COL11A2,1302
14886,G0S2,50486
14887,CTBP2,1488
14888,PRR5L,79899
14889,ALX3,257
14890,DCBLD2,131566
14891,ISL1,3670
14892,TBC1D9B,23061
14893,EXOC1,55763
14894,SLC7A2,6542
14895,GUSB,2990
14896,EFCAB2,84288
14897,NFIL3,4783
14898,FNDC3A,22862
14899,FAM168B,130074
14900,HTR3E,285242
14901,DGKK,139189
14902,PPRC1,23082
14903,GALNT8,26290
14904,EMC8,10328
14905,TNKS1BP1,85456
14906,ZBTB3,79842
14907,SEC11A,23478
14908,TRIM10,10107
14909,PRMT5,10419
14910,SPACA5B,729201
14911,SMIM24,284422
14912,AADACL2,344752
14913,KRTAP12-2,353323
14914,CD55,1604
14915,DVL3,1857
14916,H6PD,9563
14917,KSR2,283455
14918,CHIT1,1118
14919,CEP290,80184
14920,TMEM255B,348013
14921,PIGM,93183
14922,CHRNA6,8973
14923,OSBPL9,114883
14924,LIPK,643414
14925,NDUFAF6,137682
14926,TBC1D10C,374403
14927,MFSD14B,84641
14928,FLYWCH2,114984
14929,EIF4G2,1982
14930,RPS6KL1,83694
14931,MAD2L1,4085
14932,PSRC1,84722
14933,HELLS,3070
14934,LINC02203,727924
14935,SHC1,6464
14936,ALDOB,229
14937,SLC38A4,55089
14938,VPS25,84313
14939,CDKL4,344387
14940,HFE,3077
14941,ZNF469,84627
14942,NPIPB12,440353
14943,CDC34,997
14944,ZNF787,126208
14945,ADAMTS12,81792
14946,UBE2B,7320
14947,MRPL4,51073
14948,OXSM,54995
14949,ZNF423,23090
14950,HBQ1,3049
14951,MAPRE3,22924
14952,FAM83B,222584
14953,FAM47C,442444
14954,CCNE1,898
14955,CCNL1,57018
14956,ELL3,80237
14957,KRTAP4-9,100132386
14958,GSTM2,2946
14959,RIMS4,140730
14960,CCDC71,64925
14961,NDEL1,81565
14962,GPS1,2873
14963,CCDC28A,25901
14964,AGBL2,79841
14965,ECI1,1632
14966,PRL,5617
14967,OR6C76,390326
14968,HSF1,3297
14969,IMMP2L,83943
14970,LUC7L2,51631
14971,RAB14,51552
14972,PPP2R5C,5527
14973,PTPRU,10076
14974,SIGLEC7,27036
14975,OLFM4,10562
14976,PGR,5241
14977,CASC3,22794
14978,MARK1,4139
14979,GRIK2,2898
14980,HRK,8739
14981,LAMTOR3,8649
14982,INSRR,3645
14983,RCHY1,25898
14984,MAP6,4135
14985,PRAMEF20,645425
14986,PKDCC,91461
14987,SFTPA1,653509
14988,POLI,11201
14989,KRTAP22-1,337979
14990,PNPLA5,150379
14991,METTL1,4234
14992,OR8D4,338662
14993,ITPR1,3708
14994,UBAP1L,390595
14995,TACR1,6869
14996,MTG1,92170
14997,PLEKHA4,57664
14998,CHCHD4,131474
14999,PRODH2,58510
15000,KDM7A,80853
15001,NEK6,10783
15002,TGFBR3,7049
15003,GALNT2,2590
15004,ZNF710,374655
15005,CDC42EP3,10602
15006,FAM71D,161142
15007,GIMAP1,170575
15008,ENTPD5,957
15009,PIFO,128344
15010,ZFP69B,65243
15011,TTI2,80185
15012,CYB5D1,124637
15013,JAG1,182
15014,MID1,4281
15015,IL4,3565
15016,THEMIS2,9473
15017,CCDC178,374864
15018,CPLANE2,79363
15019,SLC36A4,120103
15020,ARL8B,55207
15021,WDR74,54663
15022,LAMC3,10319
15023,ASCL5,647219
15024,RCE1,9986
15025,ZDHHC14,79683
15026,SMIM1,388588
15027,ABI2,10152
15028,IL26,55801
15029,ATP6V1G1,9550
15030,TMED8,283578
15031,SLC25A27,9481
15032,VGLL3,389136
15033,PEX5L,51555
15034,RRAGD,58528
15035,FOXI3,344167
15036,PRR23A,729627
15037,TCEANC2,127428
15038,HMGA2,8091
15039,LCE1B,353132
15040,GABRA5,2558
15041,UPK2,7379
15042,DDX51,317781
15043,ABCA5,23461
15044,PEX11B,8799
15045,NDUFV1,4723
15046,MMP1,4312
15047,ATN1,1822
15048,ORC2,4999
15049,NACA,4666
15050,ITIH4,3700
15051,DCAF7,10238
15052,CPEB2,132864
15053,DTX3,196403
15054,DSEL,92126
15055,GGA1,26088
15056,KCTD16,57528
15057,SNRNP27,11017
15058,CASD1,64921
15059,PPP1R26,9858
15060,MOG,4340
15061,PDE2A,5138
15062,ANXA9,8416
15063,NBPF9,400818
15064,RAX,30062
15065,GALNTL5,168391
15066,SLC2A7,155184
15067,FBN2,2201
15068,PLEKHS1,79949
15069,HDC,3067
15070,SP100,6672
15071,OR4C6,219432
15072,HPS4,89781
15073,TRIML1,339976
15074,SPINK4,27290
15075,PDE4B,5142
15076,EDARADD,128178
15077,BTAF1,9044
15078,OR51M1,390059
15079,UBXN2A,165324
15080,TMEM255A,55026
15081,CT47A1,728096
15082,ZNF689,115509
15083,HEXIM1,10614
15084,FUT3,2525
15085,HMOX2,3163
15086,SOST,50964
15087,MECOM,2122
15088,WDR36,134430
15089,ATG12,9140
15090,CLEC16A,23274
15091,IL17B,27190
15092,LEPROTL1,23484
15093,JAK1,3716
15094,DNMT3B,1789
15095,KBTBD8,84541
15096,MSH5,4439
15097,G6PC2,57818
15098,RNPC3,55599
15099,PSMB8,5696
15100,DYNLRB2,83657
15101,KRBOX1,100506243
15102,DTX4,23220
15103,SLC11A1,6556
15104,MAPK1IP1L,93487
15105,NAMPT,10135
15106,RASGRF1,5923
15107,STAG2,10735
15108,METTL26,84326
15109,TSR1,55720
15110,MAFK,7975
15111,ZNF770,54989
15112,LNX2,222484
15113,PWWP2B,170394
15114,PSMD3,5709
15115,SMIM17,147670
15116,ZNF613,79898
15117,TFIP11,24144
15118,HNRNPA1,3178
15119,SLC2A10,81031
15120,SIAH2,6478
15121,DBX2,440097
15122,MRPS14,63931
15123,RNF112,7732
15124,HEATR1,55127
15125,GNB3,2784
15126,SLC17A5,26503
15127,CXXC5,51523
15128,PLSCR4,57088
15129,CDK2AP1,8099
15130,DOCK4,9732
15131,NR1H4,9971
15132,TBCD,6904
15133,ERICH1,157697
15134,CENPA,1058
15135,CHDH,55349
15136,TPD52,7163
15137,SLC38A11,151258
15138,HBZ,3050
15139,FGF19,9965
15140,DEFB132,400830
15141,PCDH15,65217
15142,KCTD1,284252
15143,PSMB9,5698
15144,MUC15,143662
15145,NCF2,4688
15146,FBXO25,26260
15147,REC114,283677
15148,NUTM2G,441457
15149,CCDC157,550631
15150,C6orf47,57827
15151,BNC2,54796
15152,DOHH,83475
15153,ZNRD1,30834
15154,TTPA,7274
15155,TREX1,11277
15156,RAD51AP2,729475
15157,CLTCL1,8218
15158,FABP9,646480
15159,SCD,6319
15160,KCNK18,338567
15161,EDDM13,100506374
15162,KLHL18,23276
15163,C2orf83,56918
15164,DR1,1810
15165,LEFTY2,7044
15166,KRTAP5-1,387264
15167,VAX1,11023
15168,LRFN4,78999
15169,RNF227,284023
15170,OXSR1,9943
15171,STARD6,147323
15172,PLEKHG7,440107
15173,VNN1,8876
15174,SLC25A52,147407
15175,DHRS7C,201140
15176,WAPL,23063
15177,RBP7,116362
15178,C10orf95,79946
15179,ZNF575,284346
15180,C1orf146,388649
15181,ST14,6768
15182,NAPA,8775
15183,ZNF541,84215
15184,RSPH1,89765
15185,THAP3,90326
15186,ACOT8,10005
15187,ZNF354C,30832
15188,POU3F2,5454
15189,KRT77,374454
15190,ABCC5,10057
15191,SLC51B,123264
15192,KCNK9,51305
15193,AKAIN1,642597
15194,ANKRD65,441869
15195,PLAGL2,5326
15196,MADD,8567
15197,GAGE13,645051
15198,ZNF214,7761
15199,ZNF783,100289678
15200,HTR3B,9177
15201,HMGN3,9324
15202,ARMCX1,51309
15203,MSH4,4438
15204,ST6GALNAC3,256435
15205,DPF1,8193
15206,CARD9,64170
15207,MAGT1,84061
15208,PNMA8A,55228
15209,TIMM8B,26521
15210,SLC17A4,10050
15211,SLC2A12,154091
15212,LIME1,54923
15213,CYP4V2,285440
15214,KDM3B,51780
15215,NOXRED1,122945
15216,PMM1,5372
15217,ZC3H6,376940
15218,FLVCR2,55640
15219,ZNF280A,129025
15220,CACNA2D1,781
15221,BCL2L14,79370
15222,HMGCS1,3157
15223,CDC16,8881
15224,HTR7,3363
15225,TEDDM1,127670
15226,MAP10,54627
15227,RNF111,54778
15228,ICA1L,130026
15229,PPFIA3,8541
15230,ZNF512B,57473
15231,APPL2,55198
15232,RAB34,83871
15233,CSPG4,1464
15234,FLRT3,23767
15235,ST6GAL1,6480
15236,EMP1,2012
15237,ADAM19,8728
15238,ZNF302,55900
15239,OSTM1,28962
15240,INTS6L,203522
15241,LMLN2,100128908
15242,CREG2,200407
15243,C3orf49,132200
15244,SMIM32,389332
15245,BMPER,168667
15246,CDC42EP1,11135
15247,TREML1,340205
15248,PATL1,219988
15249,STEAP2,261729
15250,RPP30,10556
15251,PCDHGB3,56102
15252,ECI2,10455
15253,AP3M2,10947
15254,SLC2A2,6514
15255,ZNF735,730291
15256,SUPT20H,55578
15257,DAOA,267012
15258,CLCN2,1181
15259,OR2D2,120776
15260,SLC7A13,157724
15261,EIF3B,8662
15262,PRSS55,203074
15263,PRKD2,25865
15264,LY6G6F-LY6G6D,110599563
15265,VDR,7421
15266,KLHL36,79786
15267,SYT5,6861
15268,BARX2,8538
15269,NDUFA6,4700
15270,PCDH20,64881
15271,STK19,8859
15272,RAB6C,84084
15273,OFD1,8481
15274,POLR2C,5432
15275,CEP192,55125
15276,MYB,4602
15277,CORO6,84940
15278,ZNF764,92595
15279,YES1,7525
15280,HIGD1A,25994
15281,RPL35A,6165
15282,EPC2,26122
15283,ERBB4,2066
15284,SLC22A14,9389
15285,SRFBP1,153443
15286,CEP55,55165
15287,CCHCR1,54535
15288,TAPBPL,55080
15289,C2orf68,388969
15290,GFRAL,389400
15291,METTL2B,55798
15292,AMELY,266
15293,FAHD1,81889
15294,ADAM33,80332
15295,IFT122,55764
15296,TMCO3,55002
15297,CALN1,83698
15298,SMIM5,643008
15299,KLHL24,54800
15300,SLC7A7,9056
15301,CSNK1G1,53944
15302,KHDC1L,100129128
15303,TBCK,93627
15304,SLC18A1,6570
15305,ZNF618,114991
15306,DUSP21,63904
15307,FAM210A,125228
15308,TMIGD1,388364
15309,ZNF148,7707
15310,NHLRC2,374354
15311,DCAF17,80067
15312,FOXK1,221937
15313,TIMM17A,10440
15314,TBC1D4,9882
15315,TCP11,6954
15316,THAP12,5612
15317,TMEM30B,161291
15318,FOXD4L6,653404
15319,PRICKLE1,144165
15320,IQCB1,9657
15321,PCDHB11,56125
15322,ZNF782,158431
15323,BRD3OS,266655
15324,CHKA,1119
15325,SGSM3,27352
15326,NPSR1,387129
15327,CT45A5,441521
15328,SLC36A2,153201
15329,ZFP28,140612
15330,SCRIB,23513
15331,CEP135,9662
15332,AKAP6,9472
15333,INCA1,388324
15334,KCNIP4,80333
15335,OLFML1,283298
15336,HSD3B7,80270
15337,GP6,51206
15338,TSEN2,80746
15339,HRG,3273
15340,ISCA2,122961
15341,TMEM249,340393
15342,SIRT2,22933
15343,ASCL1,429
15344,HES3,390992
15345,SIX5,147912
15346,CCDC120,90060
15347,HES2,54626
15348,HMHB1,57824
15349,ZNF17,7565
15350,UBQLN1,29979
15351,TAF6L,10629
15352,BET1,10282
15353,SPRR3,6707
15354,CCDC33,80125
15355,BRAF,673
15356,WNK1,65125
15357,PRIM1,5557
15358,TEKT4,150483
15359,CHD8,57680
15360,ATP11B,23200
15361,SERPINH1,871
15362,IFNGR2,3460
15363,CORO1C,23603
15364,YJEFN3,374887
15365,NALCN,259232
15366,CCDC175,729665
15367,MIA,8190
15368,SLC16A8,23539
15369,CCDC30,728621
15370,IQCF2,389123
15371,SPRY1,10252
15372,PPP1R1B,84152
15373,ARID4B,51742
15374,MNAT1,4331
15375,CEP76,79959
15376,CSF2,1437
15377,TFAP2B,7021
15378,ZNF708,7562
15379,ATP5F1A,498
15380,MFAP5,8076
15381,SRY,6736
15382,POP4,10775
15383,CDH10,1008
15384,ARMC12,221481
15385,EPHA10,284656
15386,DIP2A,23181
15387,SH3BP1,23616
15388,RLF,6018
15389,ABHD12,26090
15390,PPP1R15A,23645
15391,BIVM,54841
15392,NINL,22981
15393,RASL11A,387496
15394,FAM24B,196792
15395,ZNF519,162655
15396,CLDN2,9075
15397,LRRC3,81543
15398,RFX2,5990
15399,LHFPL6,10186
15400,DIO1,1733
15401,TNFRSF10A,8797
15402,DTD1,92675
15403,GABARAPL2,11345
15404,ARMC6,93436
15405,TAX1BP1,8887
15406,ID4,3400
15407,KCNB1,3745
15408,ZNF669,79862
15409,CTRL,1506
15410,DEFB136,613210
15411,UBA3,9039
15412,NANP,140838
15413,NAF1,92345
15414,RBL2,5934
15415,ANTXRL,195977
15416,GOLGA6D,653643
15417,FOXP2,93986
15418,RMDN2,151393
15419,SLC25A34,284723
15420,SERPINI1,5274
15421,ITGAE,3682
15422,FMO2,2327
15423,TARDBP,23435
15424,ABCB10,23456
15425,SLC39A8,64116
15426,ZNF337,26152
15427,HNRNPH1,3187
15428,MANSC1,54682
15429,FAM86B1,85002
15430,CLEC1A,51267
15431,CPNE9,151835
15432,MYL7,58498
15433,PIK3R3,8503
15434,LYVE1,10894
15435,SURF1,6834
15436,OR8U1,219417
15437,DHX9,1660
15438,VAMP4,8674
15439,LRRN1,57633
15440,NEXMIF,340533
15441,SP6,80320
15442,TSPAN1,10103
15443,OR10R2,343406
15444,RBAK-RBAKDN,100533952
15445,RPUSD1,113000
15446,NTNG1,22854
15447,TTLL9,164395
15448,ACSL6,23305
15449,ZBTB7C,201501
15450,ZNF586,54807
15451,CKMT2,1160
15452,DHX33,56919
15453,C16orf96,342346
15454,MLYCD,23417
15455,DNAH11,8701
15456,RPL30,6156
15457,S100A3,6274
15458,FRMPD3,84443
15459,DOCK8,81704
15460,GAREM2,150946
15461,SAP30L,79685
15462,SLC5A11,115584
15463,FAM76A,199870
15464,GRAMD2A,196996
15465,ZNF276,92822
15466,USH1G,124590
15467,ZNF625,90589
15468,CD28,940
15469,KIF1C,10749
15470,ALOX12B,242
15471,SRSF2,6427
15472,HSBP1,3281
15473,GNLY,10578
15474,CCDC88B,283234
15475,SEC61A1,29927
15476,GATB,5188
15477,POMT1,10585
15478,RLIM,51132
15479,C10orf62,414157
15480,SAP18,10284
15481,ARFGEF3,57221
15482,HTR5A,3361
15483,DEPDC5,9681
15484,ALOX15B,247
15485,ADAM30,11085
15486,AKT2,208
15487,TMEM74B,55321
15488,TEX47,219557
15489,ZNF879,345462
15490,KRT8,3856
15491,CACYBP,27101
15492,SLC29A1,2030
15493,GRB14,2888
15494,EFCAB6,64800
15495,PTPN11,5781
15496,UQCC1,55245
15497,KRT33B,3884
15498,SCN2B,6327
15499,CAMK2G,818
15500,CES1,1066
15501,ALLC,55821
15502,ZBED2,79413
15503,MPZL2,10205
15504,RAB3IP,117177
15505,HNRNPCL2,440563
15506,POLR1C,9533
15507,CATSPERG,57828
15508,OVCA2,124641
15509,RBBP4,5928
15510,BAG3,9531
15511,MAG,4099
15512,C1QTNF7,114905
15513,PYURF,100996939
15514,EWSR1,2130
15515,FAAP100,80233
15516,ELF2,1998
15517,DEFB134,613211
15518,RAB5IF,55969
15519,TRAPPC1,58485
15520,MOV10,4343
15521,IGLL1,3543
15522,ADAM15,8751
15523,INTS4,92105
15524,ANKS3,124401
15525,TEX45,374877
15526,ARPIN,348110
15527,ZDHHC20,253832
15528,MSLN,10232
15529,ITSN2,50618
15530,HSDL2,84263
15531,KIF2C,11004
15532,PRC1,9055
15533,ASIC1,41
15534,CHSY3,337876
15535,TMEM92,162461
15536,NR1D2,9975
15537,DIO2,1734
15538,ING2,3622
15539,POLR2F,5435
15540,HSPB3,8988
15541,EPHA7,2045
15542,SLC46A2,57864
15543,BSDC1,55108
15544,ACTR1A,10121
15545,SLC2A1,6513
15546,LARP4B,23185
15547,DHRS4,10901
15548,NTHL1,4913
15549,CISD1,55847
15550,IP6K2,51447
15551,REN,5972
15552,KCNMA1,3778
15553,KRI1,65095
15554,IKZF2,22807
15555,FAM135A,57579
15556,STC1,6781
15557,MID1IP1,58526
15558,TMSB4Y,9087
15559,BCKDHB,594
15560,ACYP1,97
15561,MYMK,389827
15562,BACE1,23621
15563,CREG1,8804
15564,MPHOSPH9,10198
15565,GEMIN7,79760
15566,FBLL1,345630
15567,RXFP1,59350
15568,ZNF286A,57335
15569,CRX,1406
15570,PAICS,10606
15571,HAS3,3038
15572,OR13G1,441933
15573,LBHD1,79081
15574,ZIM3,114026
15575,RTF2,51507
15576,GBP7,388646
15577,LGALS3BP,3959
15578,RHCG,51458
15579,SLC24A2,25769
15580,THOC2,57187
15581,FOXE3,2301
15582,CLP1,10978
15583,NFE2L2,4780
15584,CETN1,1068
15585,ATCAY,85300
15586,STX7,8417
15587,CNKSR3,154043
15588,OBP2B,29989
15589,CFAP45,25790
15590,GNRHR,2798
15591,MILR1,284021
15592,MTMR6,9107
15593,RPUSD4,84881
15594,ERH,2079
15595,TMEM50B,757
15596,PRELP,5549
15597,LARS2,23395
15598,SPATA31A6,389730
15599,KPTN,11133
15600,LSM8,51691
15601,SLC30A7,148867
15602,CFAP43,80217
15603,NRAS,4893
15604,METTL25,84190
15605,GCSH,2653
15606,LRRIQ1,84125
15607,ADRA1D,146
15608,USP40,55230
15609,ANKRD22,118932
15610,TPM2,7169
15611,ANKRD42,338699
15612,VWC2L,402117
15613,MSL2,55167
15614,RSPO2,340419
15615,P2RX7,5027
15616,KCNJ11,3767
15617,SLC16A7,9194
15618,TANC1,85461
15619,WDR3,10885
15620,SYNJ2BP,55333
15621,MAPK9,5601
15622,IRX6,79190
15623,CLHC1,130162
15624,WDCP,80304
15625,KCNA3,3738
15626,SLC22A10,387775
15627,TMED10,10972
15628,C7,730
15629,SMO,6608
15630,BDNF,627
15631,MUC19,283463
15632,CACNG4,27092
15633,KIAA1586,57691
15634,LSP1,4046
15635,AMH,268
15636,RIN2,54453
15637,SPATA18,132671
15638,TAAR6,319100
15639,TRIM72,493829
15640,PLA2G4C,8605
15641,SULT1E1,6783
15642,B4GALNT1,2583
15643,GET4,51608
15644,NAA35,60560
15645,P2RY10,27334
15646,CDKN1C,1028
15647,OR51D1,390038
15648,CST3,1471
15649,SOGA1,140710
15650,DCBLD1,285761
15651,CLCA2,9635
15652,HOXB4,3214
15653,PLPPR3,79948
15654,GMDS,2762
15655,NEDD4L,23327
15656,CMSS1,84319
15657,OR7A17,26333
15658,TMEM272,283521
15659,CYBA,1535
15660,CAMSAP2,23271
15661,NUDT8,254552
15662,MGA,23269
15663,LRRC3B,116135
15664,MATR3,9782
15665,DEFB112,245915
15666,MDGA2,161357
15667,ARHGEF5,7984
15668,LPAR2,9170
15669,ANKRD62,342850
15670,RBM19,9904
15671,MUC12,10071
15672,HOXA3,3200
15673,IDI2,91734
15674,HSPE1,3336
15675,GAL,51083
15676,ENPEP,2028
15677,SLC22A4,6583
15678,CXCL6,6372
15679,ARMC8,25852
15680,ASB11,140456
15681,FBXO6,26270
15682,ATRNL1,26033
15683,CHMP4A,29082
15684,HMGB4,127540
15685,STX4,6810
15686,ERI3,79033
15687,NUTM2D,728130
15688,OR6C74,254783
15689,TAL1,6886
15690,FOXP1,27086
15691,KCNJ12,3768
15692,HERC5,51191
15693,SLC35F4,341880
15694,ALDOA,226
15695,PDHA2,5161
15696,PGAP2,27315
15697,CDK11B,984
15698,MAK16,84549
15699,SPATA31D4,389761
15700,KRTAP9-4,85280
15701,EHBP1,23301
15702,FYN,2534
15703,KCNE1B,102723475
15704,HMGB3,3149
15705,BICC1,80114
15706,SLC5A5,6528
15707,PROK2,60675
15708,ECE2,9718
15709,NAP1L2,4674
15710,ESPN,83715
15711,HDAC11,79885
15712,RGMB,285704
15713,SNX24,28966
15714,HTR1D,3352
15715,ZNF836,162962
15716,FAM102A,399665
15717,MYL3,4634
15718,JOSD1,9929
15719,CC2D1A,54862
15720,LGR4,55366
15721,ZBTB12,221527
15722,NR2F2,7026
15723,NPC1,4864
15724,ZNF800,168850
15725,COL21A1,81578
15726,FTH1,2495
15727,MEI1,150365
15728,MED28,80306
15729,SCAPER,49855
15730,TMEM31,203562
15731,OR4C46,119749
15732,SLC35E2A,9906
15733,PRKCB,5579
15734,YY1,7528
15735,MSANTD4,84437
15736,SCN3A,6328
15737,JAKMIP2,9832
15738,FFAR1,2864
15739,FUT10,84750
15740,RET,5979
15741,AAGAB,79719
15742,NRXN3,9369
15743,SLC22A8,9376
15744,DDA1,79016
15745,CCDC141,285025
15746,TCHHL1,126637
15747,CCDC57,284001
15748,CIDEC,63924
15749,GAS8,2622
15750,ST8SIA6,338596
15751,IL5RA,3568
15752,PCDHGA7,56108
15753,CD99,4267
15754,KIZ,55857
15755,IFNLR1,163702
15756,SPSB3,90864
15757,PCDHAC2,56134
15758,MMP28,79148
15759,HCN3,57657
15760,INO80C,125476
15761,TET2,54790
15762,C6orf118,168090
15763,BUD23,114049
15764,IL1RAPL2,26280
15765,OR6C65,403282
15766,TGM2,7052
15767,AQP11,282679
15768,OR6B1,135946
15769,RTL8C,8933
15770,DPPA4,55211
15771,EEF1B2,1933
15772,TOR1AIP2,163590
15773,EEF2K,29904
15774,MIEF1,54471
15775,ZNF385C,201181
15776,IMPDH1,3614
15777,PSMD5,5711
15778,DRC3,83450
15779,LASP1,3927
15780,HK2,3099
15781,ESS2,8220
15782,APPL1,26060
15783,PCDHB15,56121
15784,VTA1,51534
15785,LRRTM3,347731
15786,OR51I2,390064
15787,FGF16,8823
15788,CXCL16,58191
15789,LNX1,84708
15790,NEFH,4744
15791,B3GNT6,192134
15792,P3H4,10609
15793,DHX36,170506
15794,ZIC4,84107
15795,GTF2H4,2968
15796,ANKRD35,148741
15797,GZMK,3003
15798,OR2M3,127062
15799,CLK2,1196
15800,SMIM12,113444
15801,KRT33A,3883
15802,PDGFD,80310
15803,FFAR2,2867
15804,RNF113A,7737
15805,CAMSAP1,157922
15806,SLC15A2,6565
15807,ZNF716,441234
15808,SUPT16H,11198
15809,PLAC8L1,153770
15810,EIF3F,8665
15811,HERC3,8916
15812,FCN1,2219
15813,WDR6,11180
15814,CHFR,55743
15815,CITED4,163732
15816,HSPA5,3309
15817,LIG1,3978
15818,TRAIP,10293
15819,MYEF2,50804
15820,IL33,90865
15821,SERPINF1,5176
15822,ETDC,110806299
15823,ARL2BP,23568
15824,METTL5,29081
15825,KRT24,192666
15826,TRIM36,55521
15827,ZNRF2,223082
15828,MTRNR2L7,100288485
15829,HSD17B14,51171
15830,DGKH,160851
15831,SKOR1,390598
15832,GGTLC3,728226
15833,HSPA1A,3303
15834,LRRC36,55282
15835,ELOA2,51224
15836,LRRC37A2,474170
15837,CYP3A7-CYP3A51P,100861540
15838,CRLF2,64109
15839,SLC6A3,6531
15840,GPRC5C,55890
15841,PVR,5817
15842,GPR84,53831
15843,ZNF697,90874
15844,FAM180A,389558
15845,ZIC3,7547
15846,TTLL8,164714
15847,FAM216B,144809
15848,HDLBP,3069
15849,LYRM2,57226
15850,SLC39A12,221074
15851,BOLA2,552900
15852,PCF11,51585
15853,SNAPC1,6617
15854,COQ10B,80219
15855,COL10A1,1300
15856,PELO,53918
15857,DEFB115,245929
15858,CAV2,858
15859,NSMCE2,286053
15860,ETV3,2117
15861,YAP1,10413
15862,TYRP1,7306
15863,UCMA,221044
15864,SLC30A9,10463
15865,KRTAP10-11,386678
15866,PCDHA9,9752
15867,PFKM,5213
15868,IRF9,10379
15869,ZSCAN2,54993
15870,RAP1A,5906
15871,IER2,9592
15872,ACSS1,84532
15873,KLHL32,114792
15874,AIMP2,7965
15875,ZNF556,80032
15876,FICD,11153
15877,NPFFR2,10886
15878,CD22,933
15879,PPWD1,23398
15880,ERN2,10595
15881,TOB2,10766
15882,TARS2,80222
15883,FGF2,2247
15884,RBM12B,389677
15885,BST1,683
15886,FGD4,121512
15887,SMURF1,57154
15888,RAPGEF5,9771
15889,DCHS2,54798
15890,SRRM5,100170229
15891,PADI1,29943
15892,KCNE3,10008
15893,HIVEP3,59269
15894,FMNL1,752
15895,XAF1,54739
15896,CBFA2T2,9139
15897,CMTM1,113540
15898,CUL5,8065
15899,CRY1,1407
15900,NEUROD4,58158
15901,CIART,148523
15902,ECHDC3,79746
15903,MAP3K11,4296
15904,SIGLEC9,27180
15905,OR1B1,347169
15906,HINFP,25988
15907,WDR33,55339
15908,RCC2,55920
15909,TACO1,51204
15910,PPIB,5479
15911,MYL4,4635
15912,EXT1,2131
15913,EFS,10278
15914,STC2,8614
15915,ACCS,84680
15916,ITGB1BP2,26548
15917,ACOXL,55289
15918,GCFC2,6936
15919,MCCC2,64087
15920,PTCHD1,139411
15921,BMP4,652
15922,DGKB,1607
15923,DAP3,7818
15924,TNFAIP6,7130
15925,KRTAP4-11,653240
15926,SIRT4,23409
15927,CYB5D2,124936
15928,HECA,51696
15929,SNX16,64089
15930,SP1,6667
15931,CDC42BPB,9578
15932,ZNF706,51123
15933,RPL39L,116832
15934,SDCBP2,27111
15935,ZNF415,55786
15936,MRPL33,9553
15937,CXCL11,6373
15938,RAVER1,125950
15939,TEX2,55852
15940,DNTTIP2,30836
15941,MYCL,4610
15942,RIPK3,11035
15943,GDF3,9573
15944,RAE1,8480
15945,ZNF107,51427
15946,SOD2,6648
15947,PRAMEF9,343070
15948,A1BG,1
15949,AWAT2,158835
15950,PTCH1,5727
15951,TYRO3,7301
15952,SHISA5,51246
15953,RNF150,57484
15954,RPS23,6228
15955,AMY2A,279
15956,CCDC81,60494
15957,NCKAP1,10787
15958,ANXA2,302
15959,TPSD1,23430
15960,EXT2,2132
15961,ZNF333,84449
15962,MBTD1,54799
15963,PDCD1,5133
15964,DMWD,1762
15965,VPREB1,7441
15966,PANK4,55229
15967,CCL22,6367
15968,KIF4A,24137
15969,KERA,11081
15970,OR8H3,390152
15971,SEC14L1,6397
15972,ZNF100,163227
15973,AURKC,6795
15974,MRPS6,64968
15975,LCE3A,353142
15976,ATF7IP,55729
15977,SMAP1,60682
